DATA,Tipo,Spread,Data_Str,Color
2024-10-11,Spread B30/DAP30,0.06760000000000055,2024-10-11,#9467bd
2024-10-14,Spread B30/DAP30,-0.030100000000000016,2024-10-14,#9467bd
2024-10-15,Spread B30/DAP30,-0.01440000000000019,2024-10-15,#9467bd
2024-10-16,Spread B30/DAP30,-0.020400000000000418,2024-10-16,#9467bd
2024-10-17,Spread B30/DAP30,-0.014900000000000801,2024-10-17,#9467bd
2024-10-18,Spread B30/DAP30,-0.011700000000000266,2024-10-18,#9467bd
2024-10-21,Spread B30/DAP30,-0.035199999999999676,2024-10-21,#9467bd
2024-10-22,Spread B30/DAP30,0.0035999999999996035,2024-10-22,#9467bd
2024-10-23,Spread B30/DAP30,-0.03369999999999962,2024-10-23,#9467bd
2024-10-24,Spread B30/DAP30,0.05690000000000062,2024-10-24,#9467bd
2024-10-25,Spread B30/DAP30,-0.023699999999999832,2024-10-25,#9467bd
2024-10-28,Spread B30/DAP30,-0.008000000000000007,2024-10-28,#9467bd
2024-10-29,Spread B30/DAP30,-0.05229999999999979,2024-10-29,#9467bd
2024-10-30,Spread B30/DAP30,-0.014499999999999957,2024-10-30,#9467bd
2024-10-31,Spread B30/DAP30,0.000300000000000189,2024-10-31,#9467bd
2024-11-05,Spread B30/DAP30,-0.004799999999999471,2024-11-05,#9467bd
2024-11-08,Spread B30/DAP30,0.006400000000000183,2024-11-08,#9467bd
2024-11-11,Spread B30/DAP30,-0.014699999999999491,2024-11-11,#9467bd
2024-11-12,Spread B30/DAP30,-0.058399999999999785,2024-11-12,#9467bd
2024-11-14,Spread B30/DAP30,-0.00509999999999966,2024-11-14,#9467bd
2024-11-18,Spread B30/DAP30,0.004400000000000404,2024-11-18,#9467bd
2024-11-21,Spread B30/DAP30,0.015399999999999636,2024-11-21,#9467bd
2024-11-22,Spread B30/DAP30,-0.017399999999999416,2024-11-22,#9467bd
2024-11-25,Spread B30/DAP30,0.006399999999999295,2024-11-25,#9467bd
2024-11-27,Spread B30/DAP30,-0.11969999999999992,2024-11-27,#9467bd
2024-12-03,Spread B30/DAP30,-0.01240000000000041,2024-12-03,#9467bd
2024-12-04,Spread B30/DAP30,0.006299999999999528,2024-12-04,#9467bd
2024-12-05,Spread B30/DAP30,-0.07260000000000044,2024-12-05,#9467bd
2024-12-06,Spread B30/DAP30,-0.058699999999999974,2024-12-06,#9467bd
2024-12-09,Spread B30/DAP30,0.010100000000000442,2024-12-09,#9467bd
2024-12-11,Spread B30/DAP30,0.14259999999999984,2024-12-11,#9467bd
2025-01-08,Spread B30/DAP30,0.06989999999999963,2025-01-08,#9467bd
2025-01-09,Spread B30/DAP30,0.05850000000000044,2025-01-09,#9467bd
2025-01-13,Spread B30/DAP30,-0.00509999999999966,2025-01-13,#9467bd
2025-01-14,Spread B30/DAP30,0.04239999999999977,2025-01-14,#9467bd
2025-01-15,Spread B30/DAP30,0.03489999999999949,2025-01-15,#9467bd
2025-01-17,Spread B30/DAP30,0.060100000000000264,2025-01-17,#9467bd
2025-01-20,Spread B30/DAP30,0.05000000000000071,2025-01-20,#9467bd
2025-01-21,Spread B30/DAP30,0.03160000000000007,2025-01-21,#9467bd
2025-01-22,Spread B30/DAP30,0.05999999999999961,2025-01-22,#9467bd
2025-01-23,Spread B30/DAP30,0.054999999999999716,2025-01-23,#9467bd
2025-01-24,Spread B30/DAP30,0.03640000000000043,2025-01-24,#9467bd
2025-01-27,Spread B30/DAP30,0.04750000000000032,2025-01-27,#9467bd
2025-01-28,Spread B30/DAP30,0.05250000000000021,2025-01-28,#9467bd
2025-01-29,Spread B30/DAP30,0.07039999999999935,2025-01-29,#9467bd
2025-01-30,Spread B30/DAP30,0.17490000000000006,2025-01-30,#9467bd
2025-01-31,Spread B30/DAP30,0.07000000000000028,2025-01-31,#9467bd
2025-02-03,Spread B30/DAP30,0.04499999999999993,2025-02-03,#9467bd
2025-02-04,Spread B30/DAP30,0.0622000000000007,2025-02-04,#9467bd
2025-02-05,Spread B30/DAP30,0.04499999999999993,2025-02-05,#9467bd
2025-02-06,Spread B30/DAP30,0.04499999999999993,2025-02-06,#9467bd
2025-02-07,Spread B30/DAP30,0.054999999999999716,2025-02-07,#9467bd
2025-02-10,Spread B30/DAP30,0.04999999999999982,2025-02-10,#9467bd
2025-02-11,Spread B30/DAP30,0.05120000000000058,2025-02-11,#9467bd
2025-02-12,Spread B30/DAP30,0.022499999999999964,2025-02-12,#9467bd
2025-02-13,Spread B30/DAP30,0.0472999999999999,2025-02-13,#9467bd
2025-02-17,Spread B30/DAP30,0.05370000000000008,2025-02-17,#9467bd
2025-02-21,Spread B30/DAP30,0.054999999999999716,2025-02-21,#9467bd
2025-02-24,Spread B30/DAP30,0.000600000000000378,2025-02-24,#9467bd
2025-02-25,Spread B30/DAP30,0.032999999999999474,2025-02-25,#9467bd
2025-02-26,Spread B30/DAP30,0.05069999999999997,2025-02-26,#9467bd
2025-02-27,Spread B30/DAP30,-0.025299999999999656,2025-02-27,#9467bd
2025-02-28,Spread B30/DAP30,0.06590000000000007,2025-02-28,#9467bd
2025-03-06,Spread B30/DAP30,0.05250000000000021,2025-03-06,#9467bd
2025-03-07,Spread B30/DAP30,0.02210000000000001,2025-03-07,#9467bd
2025-03-10,Spread B30/DAP30,0.03249999999999975,2025-03-10,#9467bd
2025-03-11,Spread B30/DAP30,0.03390000000000004,2025-03-11,#9467bd
2025-03-12,Spread B30/DAP30,0.049599999999999866,2025-03-12,#9467bd
2025-03-13,Spread B30/DAP30,0.025000000000000355,2025-03-13,#9467bd
2025-03-14,Spread B30/DAP30,0.012500000000000178,2025-03-14,#9467bd
2025-03-17,Spread B30/DAP30,0.026100000000000456,2025-03-17,#9467bd
2025-03-18,Spread B30/DAP30,0.02740000000000009,2025-03-18,#9467bd
2025-03-19,Spread B30/DAP30,0.02859999999999996,2025-03-19,#9467bd
2025-03-20,Spread B30/DAP30,0.03570000000000029,2025-03-20,#9467bd
2025-03-21,Spread B30/DAP30,0.06599999999999984,2025-03-21,#9467bd
2025-03-24,Spread B30/DAP30,0.029900000000000482,2025-03-24,#9467bd
2025-03-25,Spread B30/DAP30,0.03559999999999963,2025-03-25,#9467bd
2025-03-26,Spread B30/DAP30,0.024999999999999467,2025-03-26,#9467bd
2025-03-27,Spread B30/DAP30,0.011099999999999888,2025-03-27,#9467bd
2025-03-31,Spread B30/DAP30,0.03560000000000052,2025-03-31,#9467bd
2025-04-01,Spread B30/DAP30,0.07139999999999969,2025-04-01,#9467bd
2025-04-02,Spread B30/DAP30,0.05989999999999984,2025-04-02,#9467bd
2025-04-03,Spread B30/DAP30,0.10000000000000053,2025-04-03,#9467bd
2025-04-04,Spread B30/DAP30,0.07030000000000047,2025-04-04,#9467bd
2025-04-07,Spread B30/DAP30,0.05819999999999936,2025-04-07,#9467bd
2025-04-08,Spread B30/DAP30,0.03249999999999975,2025-04-08,#9467bd
2025-04-09,Spread B30/DAP30,0.04780000000000051,2025-04-09,#9467bd
2025-04-10,Spread B30/DAP30,0.04039999999999999,2025-04-10,#9467bd
2025-04-11,Spread B30/DAP30,0.039700000000000735,2025-04-11,#9467bd
2025-04-14,Spread B30/DAP30,0.03500000000000014,2025-04-14,#9467bd
2025-04-15,Spread B30/DAP30,0.04329999999999945,2025-04-15,#9467bd
2025-04-16,Spread B30/DAP30,0.06310000000000038,2025-04-16,#9467bd
2025-04-17,Spread B30/DAP30,0.0649999999999995,2025-04-17,#9467bd
2025-04-22,Spread B30/DAP30,0.07489999999999952,2025-04-22,#9467bd
2025-04-23,Spread B30/DAP30,0.05849999999999955,2025-04-23,#9467bd
2025-04-24,Spread B30/DAP30,0.08499999999999996,2025-04-24,#9467bd
2025-04-25,Spread B30/DAP30,0.0682999999999998,2025-04-25,#9467bd
2025-04-28,Spread B30/DAP30,0.06500000000000039,2025-04-28,#9467bd
2024-04-29,Spread B32/DAP32,0.060399999999999565,2024-04-29,#8c564b
2024-04-30,Spread B32/DAP32,0.0699999999999994,2024-04-30,#8c564b
2024-05-02,Spread B32/DAP32,0.08990000000000009,2024-05-02,#8c564b
2024-05-06,Spread B32/DAP32,0.07760000000000034,2024-05-06,#8c564b
2024-05-07,Spread B32/DAP32,0.08969999999999967,2024-05-07,#8c564b
2024-05-15,Spread B32/DAP32,0.09199999999999964,2024-05-15,#8c564b
2024-05-21,Spread B32/DAP32,0.06920000000000037,2024-05-21,#8c564b
2024-05-23,Spread B32/DAP32,0.05940000000000012,2024-05-23,#8c564b
2024-05-24,Spread B32/DAP32,0.05689999999999973,2024-05-24,#8c564b
2024-05-27,Spread B32/DAP32,0.031299999999999883,2024-05-27,#8c564b
2024-05-28,Spread B32/DAP32,0.033500000000000085,2024-05-28,#8c564b
2024-06-03,Spread B32/DAP32,0.045900000000000496,2024-06-03,#8c564b
2024-06-04,Spread B32/DAP32,-0.005300000000000082,2024-06-04,#8c564b
2024-06-05,Spread B32/DAP32,0.014800000000000146,2024-06-05,#8c564b
2024-06-06,Spread B32/DAP32,0.029899999999999594,2024-06-06,#8c564b
2024-06-10,Spread B32/DAP32,0.01670000000000016,2024-06-10,#8c564b
2024-06-11,Spread B32/DAP32,-0.007299999999999862,2024-06-11,#8c564b
2024-06-14,Spread B32/DAP32,-0.02540000000000031,2024-06-14,#8c564b
2024-06-27,Spread B32/DAP32,0.00990000000000002,2024-06-27,#8c564b
2024-06-28,Spread B32/DAP32,-0.05269999999999975,2024-06-28,#8c564b
2024-07-08,Spread B32/DAP32,0.007399999999999629,2024-07-08,#8c564b
2024-07-09,Spread B32/DAP32,0.00649999999999995,2024-07-09,#8c564b
2024-07-12,Spread B32/DAP32,0.03149999999999942,2024-07-12,#8c564b
2024-07-17,Spread B32/DAP32,0.007800000000000473,2024-07-17,#8c564b
2024-07-23,Spread B32/DAP32,-0.010100000000000442,2024-07-23,#8c564b
2024-07-24,Spread B32/DAP32,-0.009800000000000253,2024-07-24,#8c564b
2024-07-25,Spread B32/DAP32,-0.02090000000000014,2024-07-25,#8c564b
2024-07-26,Spread B32/DAP32,0.017100000000000115,2024-07-26,#8c564b
2024-07-30,Spread B32/DAP32,0.007400000000000517,2024-07-30,#8c564b
2024-08-02,Spread B32/DAP32,-0.010099999999999554,2024-08-02,#8c564b
2024-08-05,Spread B32/DAP32,-0.010100000000000442,2024-08-05,#8c564b
2024-08-07,Spread B32/DAP32,-0.008599999999999497,2024-08-07,#8c564b
2024-08-08,Spread B32/DAP32,0.0129999999999999,2024-08-08,#8c564b
2024-08-14,Spread B32/DAP32,0.009100000000000108,2024-08-14,#8c564b
2024-08-21,Spread B32/DAP32,0.040300000000000225,2024-08-21,#8c564b
2024-08-23,Spread B32/DAP32,0.040300000000000225,2024-08-23,#8c564b
2024-08-27,Spread B32/DAP32,0.04670000000000041,2024-08-27,#8c564b
2024-08-28,Spread B32/DAP32,0.02010000000000023,2024-08-28,#8c564b
2024-08-30,Spread B32/DAP32,0.030899999999999928,2024-08-30,#8c564b
2024-09-02,Spread B32/DAP32,0.01100000000000012,2024-09-02,#8c564b
2024-09-03,Spread B32/DAP32,0.01750000000000007,2024-09-03,#8c564b
2024-09-04,Spread B32/DAP32,0.03049999999999997,2024-09-04,#8c564b
2024-09-05,Spread B32/DAP32,0.023299999999999876,2024-09-05,#8c564b
2024-09-06,Spread B32/DAP32,0.027399999999999203,2024-09-06,#8c564b
2024-09-09,Spread B32/DAP32,0.008300000000000196,2024-09-09,#8c564b
2024-09-10,Spread B32/DAP32,0.041999999999999815,2024-09-10,#8c564b
2024-09-11,Spread B32/DAP32,0.02239999999999931,2024-09-11,#8c564b
2024-09-17,Spread B32/DAP32,0.029899999999999594,2024-09-17,#8c564b
2024-09-18,Spread B32/DAP32,0.028700000000000614,2024-09-18,#8c564b
2024-09-23,Spread B32/DAP32,0.05989999999999984,2024-09-23,#8c564b
2024-09-24,Spread B32/DAP32,-0.011200000000000543,2024-09-24,#8c564b
2024-09-25,Spread B32/DAP32,-0.011099999999999888,2024-09-25,#8c564b
2024-09-26,Spread B32/DAP32,0.0018000000000002458,2024-09-26,#8c564b
2024-09-30,Spread B32/DAP32,0.007600000000000051,2024-09-30,#8c564b
2024-10-01,Spread B32/DAP32,-0.00010000000000065512,2024-10-01,#8c564b
2024-10-02,Spread B32/DAP32,-0.025100000000000122,2024-10-02,#8c564b
2024-10-03,Spread B32/DAP32,-0.02289999999999992,2024-10-03,#8c564b
2024-10-04,Spread B32/DAP32,-0.05290000000000017,2024-10-04,#8c564b
2024-10-08,Spread B32/DAP32,-0.025100000000000122,2024-10-08,#8c564b
2024-10-09,Spread B32/DAP32,-0.012000000000000455,2024-10-09,#8c564b
2024-10-10,Spread B32/DAP32,0.029499999999999638,2024-10-10,#8c564b
2024-10-11,Spread B32/DAP32,0.00990000000000002,2024-10-11,#8c564b
2024-10-14,Spread B32/DAP32,-0.0389999999999997,2024-10-14,#8c564b
2024-10-15,Spread B32/DAP32,-0.048199999999999577,2024-10-15,#8c564b
2024-10-16,Spread B32/DAP32,-0.0020999999999995467,2024-10-16,#8c564b
2024-10-17,Spread B32/DAP32,-0.013399999999999856,2024-10-17,#8c564b
2024-10-18,Spread B32/DAP32,-0.05010000000000048,2024-10-18,#8c564b
2024-10-21,Spread B32/DAP32,-0.008700000000000152,2024-10-21,#8c564b
2024-10-22,Spread B32/DAP32,-0.0011999999999998678,2024-10-22,#8c564b
2024-10-23,Spread B32/DAP32,-0.009399999999999409,2024-10-23,#8c564b
2024-10-24,Spread B32/DAP32,0.11209999999999987,2024-10-24,#8c564b
2024-10-25,Spread B32/DAP32,-0.03029999999999955,2024-10-25,#8c564b
2024-10-28,Spread B32/DAP32,-0.015700000000000713,2024-10-28,#8c564b
2024-10-29,Spread B32/DAP32,-0.04290000000000038,2024-10-29,#8c564b
2024-10-30,Spread B32/DAP32,-0.02719999999999967,2024-10-30,#8c564b
2024-10-31,Spread B32/DAP32,0.010299999999999976,2024-10-31,#8c564b
2024-11-05,Spread B32/DAP32,0.038599999999999746,2024-11-05,#8c564b
2024-11-08,Spread B32/DAP32,0.011800000000000033,2024-11-08,#8c564b
2024-11-11,Spread B32/DAP32,-0.010100000000000442,2024-11-11,#8c564b
2024-11-12,Spread B32/DAP32,-0.05039999999999978,2024-11-12,#8c564b
2024-11-14,Spread B32/DAP32,-0.0030000000000001137,2024-11-14,#8c564b
2024-11-18,Spread B32/DAP32,0.00790000000000024,2024-11-18,#8c564b
2024-11-21,Spread B32/DAP32,-0.00039999999999995595,2024-11-21,#8c564b
2024-11-22,Spread B32/DAP32,-0.009799999999999365,2024-11-22,#8c564b
2024-11-25,Spread B32/DAP32,0.022299999999999542,2024-11-25,#8c564b
2024-11-27,Spread B32/DAP32,-0.1216999999999997,2024-11-27,#8c564b
2024-12-03,Spread B32/DAP32,9.999999999976694e-05,2024-12-03,#8c564b
2024-12-04,Spread B32/DAP32,0.019899999999999807,2024-12-04,#8c564b
2024-12-05,Spread B32/DAP32,-0.02009999999999934,2024-12-05,#8c564b
2024-12-06,Spread B32/DAP32,0.019899999999999807,2024-12-06,#8c564b
2024-12-09,Spread B32/DAP32,0.013499999999999623,2024-12-09,#8c564b
2024-12-11,Spread B32/DAP32,0.11509999999999998,2024-12-11,#8c564b
2025-01-08,Spread B32/DAP32,0.05989999999999984,2025-01-08,#8c564b
2025-01-09,Spread B32/DAP32,0.006899999999999906,2025-01-09,#8c564b
2025-01-13,Spread B32/DAP32,0.00990000000000002,2025-01-13,#8c564b
2025-01-14,Spread B32/DAP32,0.0823999999999998,2025-01-14,#8c564b
2025-01-15,Spread B32/DAP32,0.03849999999999998,2025-01-15,#8c564b
2025-01-17,Spread B32/DAP32,0.07000000000000028,2025-01-17,#8c564b
2025-01-20,Spread B32/DAP32,0.03990000000000027,2025-01-20,#8c564b
2025-01-21,Spread B32/DAP32,0.03990000000000027,2025-01-21,#8c564b
2025-01-22,Spread B32/DAP32,0.03500000000000014,2025-01-22,#8c564b
2025-01-23,Spread B32/DAP32,0.04290000000000038,2025-01-23,#8c564b
2025-01-24,Spread B32/DAP32,0.06259999999999888,2025-01-24,#8c564b
2025-01-27,Spread B32/DAP32,0.029899999999999594,2025-01-27,#8c564b
2025-01-28,Spread B32/DAP32,0.05000000000000071,2025-01-28,#8c564b
2025-01-29,Spread B32/DAP32,0.05909999999999993,2025-01-29,#8c564b
2025-01-30,Spread B32/DAP32,0.040000000000000036,2025-01-30,#8c564b
2025-01-31,Spread B32/DAP32,0.0600000000000005,2025-01-31,#8c564b
2025-02-03,Spread B32/DAP32,0.0004999999999997229,2025-02-03,#8c564b
2025-02-04,Spread B32/DAP32,0.07000000000000028,2025-02-04,#8c564b
2025-02-05,Spread B32/DAP32,0.049900000000000055,2025-02-05,#8c564b
2025-02-06,Spread B32/DAP32,0.07969999999999988,2025-02-06,#8c564b
2025-02-07,Spread B32/DAP32,0.06500000000000039,2025-02-07,#8c564b
2025-02-10,Spread B32/DAP32,0.0528000000000004,2025-02-10,#8c564b
2025-02-11,Spread B32/DAP32,0.019600000000000506,2025-02-11,#8c564b
2025-02-12,Spread B32/DAP32,0.028100000000000236,2025-02-12,#8c564b
2025-02-13,Spread B32/DAP32,0.05520000000000014,2025-02-13,#8c564b
2025-02-17,Spread B32/DAP32,0.02490000000000059,2025-02-17,#8c564b
2025-02-21,Spread B32/DAP32,0.03750000000000053,2025-02-21,#8c564b
2025-02-24,Spread B32/DAP32,-0.019599999999999618,2025-02-24,#8c564b
2025-02-25,Spread B32/DAP32,0.03190000000000026,2025-02-25,#8c564b
2025-02-26,Spread B32/DAP32,-0.0024999999999995026,2025-02-26,#8c564b
2025-02-27,Spread B32/DAP32,-0.038000000000000256,2025-02-27,#8c564b
2025-02-28,Spread B32/DAP32,0.06790000000000074,2025-02-28,#8c564b
2025-03-06,Spread B32/DAP32,0.0600000000000005,2025-03-06,#8c564b
2025-03-07,Spread B32/DAP32,0.03270000000000017,2025-03-07,#8c564b
2025-03-10,Spread B32/DAP32,0.022499999999999964,2025-03-10,#8c564b
2025-03-11,Spread B32/DAP32,0.028500000000000192,2025-03-11,#8c564b
2025-03-12,Spread B32/DAP32,0.043400000000000105,2025-03-12,#8c564b
2025-03-13,Spread B32/DAP32,0.049900000000000055,2025-03-13,#8c564b
2025-03-14,Spread B32/DAP32,0.010399999999999743,2025-03-14,#8c564b
2025-03-17,Spread B32/DAP32,0.024999999999999467,2025-03-17,#8c564b
2025-03-18,Spread B32/DAP32,0.03739999999999988,2025-03-18,#8c564b
2025-03-19,Spread B32/DAP32,0.018500000000000405,2025-03-19,#8c564b
2025-03-20,Spread B32/DAP32,0.03049999999999997,2025-03-20,#8c564b
2025-03-21,Spread B32/DAP32,0.017000000000000348,2025-03-21,#8c564b
2025-03-24,Spread B32/DAP32,0.0343,2025-03-24,#8c564b
2025-03-25,Spread B32/DAP32,0.03509999999999991,2025-03-25,#8c564b
2025-03-26,Spread B32/DAP32,0.040000000000000036,2025-03-26,#8c564b
2025-03-27,Spread B32/DAP32,0.05259999999999998,2025-03-27,#8c564b
2025-03-31,Spread B32/DAP32,0.04999999999999982,2025-03-31,#8c564b
2025-04-01,Spread B32/DAP32,0.06240000000000023,2025-04-01,#8c564b
2025-04-02,Spread B32/DAP32,0.0799000000000003,2025-04-02,#8c564b
2025-04-03,Spread B32/DAP32,0.03000000000000025,2025-04-03,#8c564b
2025-04-04,Spread B32/DAP32,0.04749999999999943,2025-04-04,#8c564b
2025-04-07,Spread B32/DAP32,0.0600000000000005,2025-04-07,#8c564b
2025-04-08,Spread B32/DAP32,0.03000000000000025,2025-04-08,#8c564b
2025-04-09,Spread B32/DAP32,0.04490000000000016,2025-04-09,#8c564b
2025-04-10,Spread B32/DAP32,0.04079999999999995,2025-04-10,#8c564b
2025-04-11,Spread B32/DAP32,0.056700000000000195,2025-04-11,#8c564b
2025-04-14,Spread B32/DAP32,0.04999999999999982,2025-04-14,#8c564b
2025-04-15,Spread B32/DAP32,0.05860000000000021,2025-04-15,#8c564b
2025-04-16,Spread B32/DAP32,0.052400000000000446,2025-04-16,#8c564b
2025-04-17,Spread B32/DAP32,0.03750000000000053,2025-04-17,#8c564b
2025-04-22,Spread B32/DAP32,0.05999999999999961,2025-04-22,#8c564b
2025-04-23,Spread B32/DAP32,0.05030000000000001,2025-04-23,#8c564b
2025-04-24,Spread B32/DAP32,0.07000000000000028,2025-04-24,#8c564b
2025-04-25,Spread B32/DAP32,0.07060000000000066,2025-04-25,#8c564b
2025-04-28,Spread B32/DAP32,0.0754999999999999,2025-04-28,#8c564b
2024-04-29,Spread B35/DAP35,0.07680000000000042,2024-04-29,#e377c2
2024-04-30,Spread B35/DAP35,0.03249999999999975,2024-04-30,#e377c2
2024-05-02,Spread B35/DAP35,0.0823999999999998,2024-05-02,#e377c2
2024-05-06,Spread B35/DAP35,0.0799000000000003,2024-05-06,#e377c2
2024-05-07,Spread B35/DAP35,0.0907,2024-05-07,#e377c2
2024-05-15,Spread B35/DAP35,0.07989999999999942,2024-05-15,#e377c2
2024-05-21,Spread B35/DAP35,0.05710000000000015,2024-05-21,#e377c2
2024-05-23,Spread B35/DAP35,0.059800000000000075,2024-05-23,#e377c2
2024-05-24,Spread B35/DAP35,0.03790000000000049,2024-05-24,#e377c2
2024-05-27,Spread B35/DAP35,0.03049999999999997,2024-05-27,#e377c2
2024-05-28,Spread B35/DAP35,0.06369999999999987,2024-05-28,#e377c2
2024-06-03,Spread B35/DAP35,0.04940000000000033,2024-06-03,#e377c2
2024-06-04,Spread B35/DAP35,0.0006999999999992568,2024-06-04,#e377c2
2024-06-05,Spread B35/DAP35,0.007500000000000284,2024-06-05,#e377c2
2024-06-06,Spread B35/DAP35,0.05959999999999965,2024-06-06,#e377c2
2024-06-10,Spread B35/DAP35,0.0048000000000003595,2024-06-10,#e377c2
2024-06-11,Spread B35/DAP35,-0.004399999999999515,2024-06-11,#e377c2
2024-06-14,Spread B35/DAP35,0.014899999999999913,2024-06-14,#e377c2
2024-06-27,Spread B35/DAP35,0.027499999999999858,2024-06-27,#e377c2
2024-06-28,Spread B35/DAP35,-0.03480000000000061,2024-06-28,#e377c2
2024-07-08,Spread B35/DAP35,0.014399999999999302,2024-07-08,#e377c2
2024-07-09,Spread B35/DAP35,0.02030000000000065,2024-07-09,#e377c2
2024-07-12,Spread B35/DAP35,0.009500000000000064,2024-07-12,#e377c2
2024-07-17,Spread B35/DAP35,0.00019999999999953388,2024-07-17,#e377c2
2024-07-23,Spread B35/DAP35,0.0005999999999994898,2024-07-23,#e377c2
2024-07-24,Spread B35/DAP35,0.010500000000000398,2024-07-24,#e377c2
2024-07-25,Spread B35/DAP35,0.031000000000000583,2024-07-25,#e377c2
2024-07-26,Spread B35/DAP35,0.032099999999999795,2024-07-26,#e377c2
2024-07-30,Spread B35/DAP35,-0.00509999999999966,2024-07-30,#e377c2
2024-08-02,Spread B35/DAP35,0.029899999999999594,2024-08-02,#e377c2
2024-08-05,Spread B35/DAP35,-0.027000000000000135,2024-08-05,#e377c2
2024-08-07,Spread B35/DAP35,0.005399999999999849,2024-08-07,#e377c2
2024-08-08,Spread B35/DAP35,0.045700000000000074,2024-08-08,#e377c2
2024-08-14,Spread B35/DAP35,0.0506000000000002,2024-08-14,#e377c2
2024-08-21,Spread B35/DAP35,0.07989999999999942,2024-08-21,#e377c2
2024-08-23,Spread B35/DAP35,0.0658000000000003,2024-08-23,#e377c2
2024-08-27,Spread B35/DAP35,0.05989999999999984,2024-08-27,#e377c2
2024-08-28,Spread B35/DAP35,0.0812999999999997,2024-08-28,#e377c2
2024-08-30,Spread B35/DAP35,0.029599999999999405,2024-08-30,#e377c2
2024-09-02,Spread B35/DAP35,-0.006999999999999673,2024-09-02,#e377c2
2024-09-03,Spread B35/DAP35,0.03989999999999938,2024-09-03,#e377c2
2024-09-04,Spread B35/DAP35,0.03000000000000025,2024-09-04,#e377c2
2024-09-05,Spread B35/DAP35,0.03810000000000002,2024-09-05,#e377c2
2024-09-06,Spread B35/DAP35,0.03770000000000007,2024-09-06,#e377c2
2024-09-09,Spread B35/DAP35,0.015499999999999403,2024-09-09,#e377c2
2024-09-10,Spread B35/DAP35,0.03249999999999975,2024-09-10,#e377c2
2024-09-11,Spread B35/DAP35,0.029900000000000482,2024-09-11,#e377c2
2024-09-17,Spread B35/DAP35,0.03989999999999938,2024-09-17,#e377c2
2024-09-18,Spread B35/DAP35,0.027800000000000047,2024-09-18,#e377c2
2024-09-23,Spread B35/DAP35,0.04129999999999967,2024-09-23,#e377c2
2024-09-24,Spread B35/DAP35,-0.010299999999999976,2024-09-24,#e377c2
2024-09-25,Spread B35/DAP35,0.05909999999999993,2024-09-25,#e377c2
2024-09-26,Spread B35/DAP35,0.018600000000000172,2024-09-26,#e377c2
2024-09-30,Spread B35/DAP35,-0.03219999999999956,2024-09-30,#e377c2
2024-10-01,Spread B35/DAP35,0.010600000000000165,2024-10-01,#e377c2
2024-10-02,Spread B35/DAP35,-0.022999999999999687,2024-10-02,#e377c2
2024-10-03,Spread B35/DAP35,-0.009699999999999598,2024-10-03,#e377c2
2024-10-04,Spread B35/DAP35,-0.05959999999999965,2024-10-04,#e377c2
2024-10-08,Spread B35/DAP35,-0.03220000000000045,2024-10-08,#e377c2
2024-10-09,Spread B35/DAP35,0.010200000000000209,2024-10-09,#e377c2
2024-10-10,Spread B35/DAP35,0.05989999999999984,2024-10-10,#e377c2
2024-10-11,Spread B35/DAP35,-0.00010000000000065512,2024-10-11,#e377c2
2024-10-14,Spread B35/DAP35,-0.010699999999999932,2024-10-14,#e377c2
2024-10-15,Spread B35/DAP35,-0.005300000000000082,2024-10-15,#e377c2
2024-10-16,Spread B35/DAP35,-0.020000000000000462,2024-10-16,#e377c2
2024-10-17,Spread B35/DAP35,0.026400000000000645,2024-10-17,#e377c2
2024-10-18,Spread B35/DAP35,-0.06180000000000074,2024-10-18,#e377c2
2024-10-21,Spread B35/DAP35,0.010900000000000354,2024-10-21,#e377c2
2024-10-22,Spread B35/DAP35,0.00990000000000002,2024-10-22,#e377c2
2024-10-23,Spread B35/DAP35,-0.029900000000000482,2024-10-23,#e377c2
2024-10-24,Spread B35/DAP35,-0.015399999999999636,2024-10-24,#e377c2
2024-10-25,Spread B35/DAP35,-0.010299999999999976,2024-10-25,#e377c2
2024-10-28,Spread B35/DAP35,-0.01929999999999943,2024-10-28,#e377c2
2024-10-29,Spread B35/DAP35,-0.010799999999999699,2024-10-29,#e377c2
2024-10-30,Spread B35/DAP35,-0.005199999999999427,2024-10-30,#e377c2
2024-10-31,Spread B35/DAP35,0.009599999999999831,2024-10-31,#e377c2
2024-11-05,Spread B35/DAP35,-0.00020000000000042206,2024-11-05,#e377c2
2024-11-08,Spread B35/DAP35,0.013600000000000279,2024-11-08,#e377c2
2024-11-11,Spread B35/DAP35,0.0049000000000001265,2024-11-11,#e377c2
2024-11-12,Spread B35/DAP35,-0.06099999999999994,2024-11-12,#e377c2
2024-11-14,Spread B35/DAP35,0.00010000000000065512,2024-11-14,#e377c2
2024-11-18,Spread B35/DAP35,0.030100000000000016,2024-11-18,#e377c2
2024-11-21,Spread B35/DAP35,0.017700000000000493,2024-11-21,#e377c2
2024-11-22,Spread B35/DAP35,-0.010699999999999932,2024-11-22,#e377c2
2024-11-25,Spread B35/DAP35,0.0013999999999994017,2024-11-25,#e377c2
2024-11-27,Spread B35/DAP35,-0.1192000000000002,2024-11-27,#e377c2
2024-12-03,Spread B35/DAP35,-0.020500000000000185,2024-12-03,#e377c2
2024-12-04,Spread B35/DAP35,0.00990000000000002,2024-12-04,#e377c2
2024-12-05,Spread B35/DAP35,-0.010099999999999554,2024-12-05,#e377c2
